ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Selected_view,Selected_cls,Prediction,Accuracy,Oracle_view
1 (0.6),0 (0.44),1 (0.2),1 (0.2),0 (0.28),0 (0.16),1 (0.28),1 (0.4),1 (0.4),1 (0.12),1 (0.08),1 (0.24),1 (0.4),1 (0.2),1 (0.2),1,RoBERTa,RoBERTa,"BiLSTM, CNN, KNN, LR, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
1 (0.0),1 (0.28),1 (0.0),1 (0.0),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.4),0 (0.48),0 (0.04),0 (0.24),0 (0.4),1 (0.24),0 (0.12),0 (0.16),0 (0.52),0 (0.0),0 (0.2),0 (0.04),0 (0.44),0 (0.24),0 (0.0),0,"LLAMA,MISTRAL",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.2),0 (0.24),1 (0.08),1 (0.2),1 (0.36),1 (0.16),1 (0.0),1 (0.04),1 (0.24),1 (0.12),0 (0.36),1 (0.24),1 (0.36),1 (0.16),1 (0.04),1,Falcon,Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
1 (0.08),1 (0.36),1 (0.0),1 (0.36),1 (0.12),1 (0.2),1 (0.0),1 (0.32),1 (0.16),1 (0.04),1 (0.44),1 (0.2),1 (0.24),1 (0.2),1 (0.0),1,"BERT,Falcon,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1)",TRUE,TRUE
0 (0.0),0 (0.08),0 (0.0),0 (0.0),0 (0.12),0 (0.16),0 (0.0),0 (0.16),0 (0.12),0 (0.0),0 (0.04),0 (0.0),0 (0.28),0 (0.0),0 (0.04),0,"ALBERT,BERT,DistilBERT,Falcon,LLAMA,W2V,LLAMA3",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.48),0 (0.24),1 (0.04),1 (0.04),0 (0.16),0 (0.6),1 (0.0),1 (0.12),1 (0.0),0 (0.12),0 (0.04),1 (0.24),1 (0.44),1 (0.04),1 (0.0),1,"Falcon,Glove,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1)",TRUE,TRUE
1 (0.0),0 (0.68),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),0 (0.32),0 (0.24),1 (0.48),0 (0.48),0 (0.32),0 (0.0),0 (0.08),0 (0.28),0 (0.04),0 (0.48),0 (0.28),0 (0.28),0 (0.0),0 (0.12),0,"ALBERT,Falcon,LLAMA3",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 0, 0)",TRUE,TRUE
0 (0.6),0 (0.16),0 (0.36),1 (0.2),1 (0.16),1 (0.32),1 (0.28),1 (0.32),0 (0.48),0 (0.12),1 (0.28),1 (0.04),1 (0.12),1 (0.0),0 (0.48),1,LLAMA3,LLAMA3,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost","(1,)",TRUE,TRUE
1 (0.12),1 (0.32),1 (0.16),1 (0.0),1 (0.08),1 (0.2),1 (0.0),1 (0.16),1 (0.04),1 (0.0),1 (0.0),1 (0.24),1 (0.12),1 (0.0),1 (0.0),1,"DistilBERT,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.12),0 (0.24),0 (0.0),0 (0.16),0 (0.32),0 (0.32),0 (0.04),0 (0.0),0 (0.0),0 (0.0),0 (0.08),0 (0.0),0 (0.24),0 (0.08),0 (0.0),0,"BERT,Fasttext,Glove,LLAMA,W2V,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0)",TRUE,TRUE
0 (0.36),1 (0.08),1 (0.24),1 (0.0),0 (0.2),0 (0.24),1 (0.0),1 (0.12),1 (0.08),1 (0.0),0 (0.0),1 (0.0),1 (0.0),0 (0.04),0 (0.0),0,"DistilBERT,Falcon,LLAMA,RoBERTa,W2V,XLNET,MISTRAL",RoBERTa,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 0, 1, 1, 0)",TRUE,TRUE
1 (0.0),0 (0.2),1 (0.04),1 (0.04),1 (0.28),1 (0.08),1 (0.0),1 (0.04),1 (0.2),1 (0.0),1 (0.2),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1,"ALBERT,Falcon,LLAMA,W2V,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.2),1 (0.48),1 (0.08),1 (0.0),0 (0.08),1 (0.24),1 (0.28),1 (0.32),1 (0.24),1 (0.2),1 (0.08),1 (0.24),1 (0.36),1 (0.08),1 (0.08),1,DistilBERT,DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
0 (0.16),0 (0.08),1 (0.0),0 (0.12),0 (0.24),0 (0.28),0 (0.12),0 (0.12),0 (0.2),0 (0.48),1 (0.28),0 (0.36),1 (0.36),0 (0.2),0 (0.24),1,BERT,BERT,"BiLSTM, CNN, KNN, LR, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
0 (0.4),0 (0.16),1 (0.24),1 (0.32),0 (0.36),0 (0.28),0 (0.48),1 (0.36),0 (0.2),1 (0.28),0 (0.2),1 (0.36),0 (0.16),1 (0.36),0 (0.44),0,"BART,XLNET",BART,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.0),1 (0.36),1 (0.48),0 (0.12),0 (0.28),1 (0.12),0 (0.04),1 (0.32),0 (0.16),1 (0.36),1 (0.44),1 (0.0),0 (0.2),0 (0.24),0 (0.12),1,"ALBERT,W2V",W2V,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 1)",TRUE,TRUE
1 (0.0),1 (0.2),1 (0.08),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELECTRA,Falcon,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.44),1 (0.0),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.24),1 (0.08),1 (0.0),1 (0.08),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,LLAMA,W2V,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.04),1 (0.48),1 (0.08),1 (0.08),1 (0.28),1 (0.36),1 (0.0),1 (0.2),1 (0.16),1 (0.04),1 (0.56),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"Falcon,W2V,XLNET,LLAMA3,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.08),1 (0.08),1 (0.16),1 (0.2),1 (0.24),0 (0.24),1 (0.28),1 (0.32),1 (0.16),1 (0.0),1 (0.32),1 (0.32),1 (0.44),1 (0.12),1 (0.12),1,LLAMA,LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
0 (0.36),0 (0.08),0 (0.24),0 (0.24),0 (0.36),1 (0.2),0 (0.08),0 (0.36),0 (0.4),1 (0.2),0 (0.0),0 (0.16),0 (0.32),0 (0.16),0 (0.0),0,"RoBERTa,MISTRAL",RoBERTa,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.24),0 (0.28),0 (0.28),0 (0.52),0 (0.2),0 (0.16),0 (0.12),0 (0.32),1 (0.6),0 (0.04),0 (0.28),0 (0.36),1 (0.12),0 (0.2),0 (0.04),0,"LLAMA,MISTRAL",LLAMA,"KNN, XGBoost","(0, 0)",TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.4),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.08),0 (0.0),0 (0.04),0 (0.04),0 (0.16),0 (0.2),0 (0.0),0 (0.04),1 (0.24),0 (0.0),0 (0.04),0 (0.0),0 (0.24),0 (0.0),0 (0.0),0,"BART,Falcon,LLAMA,W2V,LLAMA3,MISTRAL",BART,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.32),0 (0.44),0 (0.48),1 (0.16),1 (0.6),0 (0.32),0 (0.24),0 (0.32),1 (0.28),0 (0.24),1 (0.08),0 (0.56),1 (0.12),0 (0.24),1 (0.0),1,MISTRAL,MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, SVM, XGBoost","(1,)",TRUE,TRUE
1 (0.0),1 (0.12),1 (0.2),1 (0.36),1 (0.36),1 (0.2),1 (0.08),1 (0.0),1 (0.0),1 (0.08),1 (0.2),1 (0.0),1 (0.28),1 (0.0),1 (0.08),1,"ALBERT,Fasttext,Glove,W2V,LLAMA3",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.16),0 (0.16),0 (0.0),0 (0.08),0 (0.4),0 (0.16),0 (0.0),0 (0.04),0 (0.0),0 (0.04),0 (0.16),0 (0.0),0 (0.36),0 (0.0),0 (0.0),0,"BERT,Falcon,Glove,W2V,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0)",TRUE,TRUE
0 (0.32),0 (0.32),0 (0.0),0 (0.0),0 (0.0),0 (0.16),0 (0.0),0 (0.12),0 (0.16),0 (0.04),0 (0.08),0 (0.24),0 (0.04),0 (0.0),0 (0.0),0,"BERT,DistilBERT,ELECTRA,Falcon,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.04),1 (0.12),1 (0.0),1 (0.0),1 (0.12),1 (0.4),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.28),1 (0.0),1 (0.0),1,"BERT,DistilBERT,Falcon,Fasttext,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.0),0 (0.28),0 (0.0),0 (0.08),0 (0.08),0 (0.52),0 (0.0),0 (0.0),0 (0.12),0 (0.0),0 (0.24),0 (0.2),0 (0.12),0 (0.08),0 (0.0),0,"ALBERT,BERT,Falcon,Fasttext,LLAMA,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.36),1 (0.48),1 (0.12),1 (0.28),1 (0.28),1 (0.36),1 (0.2),1 (0.56),1 (0.04),0 (0.08),1 (0.08),1 (0.36),1 (0.52),1 (0.0),1 (0.04),1,LLAMA3,LLAMA3,"BiLSTM, CNN, KNN, MLP, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
1 (0.16),1 (0.28),1 (0.24),1 (0.04),1 (0.28),1 (0.2),1 (0.2),1 (0.56),1 (0.16),1 (0.08),1 (0.08),1 (0.52),1 (0.2),1 (0.0),1 (0.24),1,LLAMA3,LLAMA3,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
1 (0.36),1 (0.36),1 (0.16),1 (0.12),1 (0.24),1 (0.52),1 (0.2),1 (0.0),1 (0.28),1 (0.04),1 (0.08),1 (0.28),1 (0.28),1 (0.2),1 (0.28),1,Fasttext,Fasttext,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
1 (0.16),1 (0.48),1 (0.0),1 (0.04),1 (0.32),1 (0.04),1 (0.0),1 (0.2),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1,"BERT,Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.32),1 (0.48),1 (0.04),1 (0.0),1 (0.24),1 (0.04),1 (0.0),1 (0.36),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.4),1 (0.0),1 (0.0),1,"DistilBERT,Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.36),0 (0.0),0 (0.24),0 (0.12),0 (0.24),0 (0.08),0 (0.08),0 (0.44),0 (0.0),0 (0.32),0 (0.32),0 (0.04),0 (0.0),0 (0.04),0 (0.08),0,"BART,Glove,XLNET",BART,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
1 (0.0),1 (0.04),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.32),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.36),1 (0.4),1 (0.44),1 (0.4),1 (0.24),1 (0.12),1 (0.32),1 (0.44),1 (0.12),1 (0.04),1 (0.44),1 (0.48),1 (0.48),1 (0.28),0 (0.36),1,LLAMA,LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, XGBoost","(1,)",TRUE,TRUE
1 (0.32),1 (0.32),0 (0.08),1 (0.52),1 (0.2),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1,"Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",Falcon,"AdaBoost, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.16),0 (0.16),1 (0.12),0 (0.16),0 (0.4),0 (0.36),0 (0.08),0 (0.24),0 (0.28),0 (0.28),0 (0.56),0 (0.08),1 (0.16),0 (0.24),0 (0.16),0,"Falcon,W2V",Falcon,"KNN, MLP, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.04),0 (0.08),0 (0.0),0 (0.16),0 (0.44),0 (0.0),0 (0.2),0 (0.08),0 (0.0),0 (0.08),1 (0.44),0 (0.16),0 (0.44),0 (0.16),0 (0.0),0,"BERT,ELMO,Glove,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0)",TRUE,TRUE
0 (0.12),0 (0.04),0 (0.2),0 (0.04),0 (0.12),0 (0.08),0 (0.0),0 (0.36),0 (0.08),0 (0.0),0 (0.0),0 (0.2),0 (0.52),0 (0.0),0 (0.0),0,"Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.32),0 (0.2),1 (0.16),0 (0.12),0 (0.44),0 (0.32),0 (0.08),1 (0.4),0 (0.48),0 (0.04),0 (0.36),0 (0.56),0 (0.16),0 (0.24),0 (0.08),0,LLAMA,LLAMA,"AdaBoost, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.0),1 (0.16),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.0),0 (0.4),0 (0.04),1 (0.2),0 (0.08),0 (0.24),0 (0.0),0 (0.56),0 (0.4),0 (0.04),0 (0.0),0 (0.0),0 (0.32),0 (0.0),0 (0.0),0,"ALBERT,Falcon,RoBERTa,W2V,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.08),1 (0.44),1 (0.0),1 (0.12),1 (0.04),1 (0.0),1 (0.0),1 (0.16),1 (0.16),1 (0.0),1 (0.16),1 (0.04),1 (0.12),1 (0.0),1 (0.0),1,"BERT,ELMO,Falcon,LLAMA,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.16),1 (0.36),1 (0.0),1 (0.04),1 (0.32),1 (0.0),1 (0.0),1 (0.04),1 (0.24),1 (0.0),1 (0.08),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1,"BERT,ELMO,Falcon,LLAMA,W2V,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.12),1 (0.08),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.16),1 (0.08),1 (0.0),1 (0.04),1 (0.16),1 (0.0),1 (0.2),1 (0.0),1,"BERT,DistilBERT,ELMO,Falcon,LLAMA,XLNET,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.36),1 (0.56),1 (0.24),0 (0.28),1 (0.24),0 (0.28),1 (0.32),0 (0.2),1 (0.04),0 (0.16),1 (0.16),0 (0.12),0 (0.04),1 (0.48),0 (0.4),0,"Glove,XLNET",XLNET,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 0)",TRUE,TRUE
0 (0.52),1 (0.16),1 (0.04),1 (0.16),1 (0.04),1 (0.04),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.16),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"Falcon,Fasttext,LLAMA,W2V,LLAMA3,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.08),1 (0.24),1 (0.04),1 (0.24),1 (0.52),1 (0.16),1 (0.0),1 (0.08),1 (0.08),1 (0.0),1 (0.16),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1,"Falcon,LLAMA,XLNET,LLAMA3,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.32),1 (0.08),1 (0.0),1 (0.48),1 (0.16),1 (0.0),1 (0.44),0 (0.4),1 (0.0),1 (0.0),1 (0.24),1 (0.24),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.32),0 (0.44),0 (0.4),0 (0.12),0 (0.4),0 (0.0),0 (0.24),0 (0.4),0 (0.2),0 (0.52),0 (0.2),0 (0.2),0 (0.24),0 (0.12),0 (0.08),0,ELMO,ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.36),1 (0.28),1 (0.0),1 (0.0),1 (0.28),1 (0.0),1 (0.0),1 (0.04),1 (0.12),1 (0.0),1 (0.0),1 (0.04),1 (0.24),1 (0.0),1 (0.0),1,"BERT,DistilBERT,ELMO,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.12),0 (0.44),0 (0.24),0 (0.16),0 (0.16),0 (0.28),0 (0.24),0 (0.28),0 (0.28),0 (0.16),0 (0.16),0 (0.2),0 (0.64),0 (0.24),0 (0.24),0,ALBERT,ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.0),0 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.36),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.2),1 (0.48),0 (0.04),0 (0.16),0 (0.56),0 (0.08),0 (0.08),0 (0.28),1 (0.0),0 (0.0),0 (0.0),0 (0.52),0 (0.56),0 (0.04),0 (0.08),0,"Glove,LLAMA,RoBERTa",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 0, 0)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.0),0 (0.36),0 (0.12),0 (0.0),0 (0.32),0 (0.08),0 (0.0),0 (0.48),0 (0.52),0 (0.0),0 (0.0),0 (0.16),0 (0.36),0 (0.0),0 (0.0),0,"ALBERT,DistilBERT,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.08),1 (0.48),1 (0.0),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.16),1 (0.16),1 (0.0),1 (0.2),1 (0.08),1 (0.2),1 (0.0),1 (0.0),1,"BERT,DistilBERT,ELMO,Falcon,LLAMA,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
