ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected_view,Selected_cls,Accuracy,Oracle_view
4 (0.72),1 (0.84),5 (0.64),1 (0.88),0 (0.88),1 (0.64),3 (0.68),1 (0.64),3 (0.84),1 (0.76),1 (0.88),1 (0.76),2 (0.8),1 (0.88),1 (0.92),5,"BERT,ELMO,Fasttext","(5, 1, 1)",BERT,"BiLSTM, CNN, XGBoost",TRUE,TRUE
4 (0.88),3 (0.8),4 (0.92),3 (0.84),1 (0.88),1 (0.76),5 (0.72),2 (0.88),2 (0.72),1 (0.8),0 (0.84),2 (0.92),4 (0.84),1 (0.8),2 (0.88),5,"Falcon,Glove","(5, 2)",Falcon,"BiLSTM, CNN, LR, MLP, NB, RF, XGBoost",TRUE,TRUE
1 (0.8),4 (0.92),0 (0.84),0 (0.8),1 (0.84),2 (0.8),2 (0.72),1 (0.76),1 (0.84),0 (0.88),1 (0.76),1 (0.88),4 (0.88),0 (0.8),0 (0.72),5,"Falcon,MISTRAL","(2, 0)",MISTRAL,"BiLSTM, CNN, KNN, LR, NB, SVM",FALSE,FALSE
1 (0.88),2 (0.92),4 (0.72),3 (0.76),5 (0.84),3 (0.88),2 (0.88),3 (0.72),1 (0.84),3 (0.76),1 (0.8),1 (0.88),1 (0.88),3 (0.88),3 (0.64),3,MISTRAL,"(3,)",MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, SVM, XGBoost",TRUE,TRUE
3 (0.84),1 (0.88),3 (0.76),3 (0.8),1 (0.88),3 (0.8),2 (0.76),3 (0.88),2 (0.88),2 (0.76),2 (0.88),3 (0.76),3 (0.84),2 (0.88),2 (0.88),5,"BERT,Falcon,LLAMA,W2V","(3, 2, 2, 3)",W2V,"BiLSTM, CNN, LR, NB, XGBoost",FALSE,FALSE
5 (0.68),4 (0.92),4 (0.92),4 (0.84),3 (0.8),1 (1.0),3 (0.88),3 (0.68),4 (0.72),4 (0.84),2 (0.84),4 (0.84),4 (0.92),2 (0.84),2 (0.88),5,"ALBERT,Fasttext","(5, 3)",ALBERT,"AdaBoost, KNN, LR, NB, RF, SVM",TRUE,TRUE
2 (0.96),3 (0.88),4 (0.92),1 (0.76),1 (0.8),2 (0.88),4 (0.96),3 (0.84),2 (0.84),1 (0.76),2 (0.88),2 (0.8),1 (0.88),4 (0.88),3 (0.6),5,MISTRAL,"(3,)",MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, MLP, XGBoost",FALSE,FALSE
2 (0.72),1 (0.92),1 (0.84),3 (0.72),0 (0.84),1 (0.72),1 (0.84),1 (0.76),1 (0.76),1 (0.76),1 (0.8),0 (0.72),1 (0.68),1 (0.72),2 (0.84),2,XLNET,"(1,)",XLNET,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
2 (0.72),1 (0.64),2 (0.8),1 (0.6),2 (0.88),1 (0.88),5 (0.76),1 (0.92),1 (0.8),2 (0.88),1 (0.76),1 (0.72),3 (0.8),2 (0.8),2 (0.96),0,DistilBERT,"(1,)",DistilBERT,"BiLSTM, CNN, KNN, MLP, RF, SVM, XGBoost",FALSE,FALSE
4 (0.8),1 (0.76),4 (0.68),4 (0.64),1 (0.88),4 (0.76),4 (0.56),4 (0.64),4 (0.64),4 (0.68),5 (0.52),4 (1.0),4 (0.52),4 (0.68),4 (0.84),5,"RoBERTa,XLNET","(5, 4)",RoBERTa,"BiLSTM, CNN, NB, SVM, XGBoost",TRUE,TRUE
1 (0.92),3 (0.72),1 (0.64),3 (0.68),1 (0.8),1 (0.8),1 (0.88),4 (0.84),1 (0.76),3 (0.6),0 (0.76),1 (0.96),2 (0.88),1 (0.8),1 (0.84),0,LLAMA,"(3,)",LLAMA,"BiLSTM, CNN, KNN, LR, RF, SVM, XGBoost",FALSE,TRUE
4 (0.68),3 (0.6),5 (0.8),5 (0.92),1 (0.84),3 (0.84),4 (0.88),4 (0.88),4 (0.84),4 (0.88),3 (0.68),4 (0.76),4 (0.84),4 (0.76),4 (0.72),1,BART,"(3,)",BART,"AdaBoost, BiLSTM, CNN, KNN, NB, RF, SVM, XGBoost",FALSE,TRUE
3 (1.0),4 (0.88),3 (0.76),4 (0.88),4 (0.88),5 (0.76),3 (0.76),4 (0.72),3 (0.84),3 (0.88),3 (0.84),3 (0.72),1 (0.84),4 (0.8),3 (0.8),4,"Fasttext,W2V","(4, 3)",Fasttext,"BiLSTM, CNN, KNN, MLP, NB",TRUE,TRUE
1 (0.84),1 (0.92),1 (0.88),3 (0.84),1 (0.84),2 (0.92),2 (0.8),1 (0.84),1 (0.76),2 (0.92),2 (0.6),0 (0.8),3 (0.8),2 (0.96),1 (0.84),1,RoBERTa,"(2,)",RoBERTa,"BiLSTM, CNN, KNN, LR, MLP, RF, XGBoost",FALSE,TRUE
4 (0.84),0 (0.84),1 (0.76),3 (0.64),4 (0.8),3 (0.84),4 (0.76),4 (0.88),4 (0.92),4 (0.8),3 (0.8),1 (0.84),1 (0.84),1 (0.88),3 (0.92),4,DistilBERT,"(3,)",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, MLP, NB, XGBoost",FALSE,TRUE
3 (0.76),3 (0.72),1 (0.88),1 (0.72),0 (0.8),1 (0.84),0 (0.68),0 (0.88),3 (0.96),1 (0.56),5 (0.88),0 (0.92),0 (0.8),3 (0.72),5 (0.88),5,LLAMA,"(1,)",LLAMA,"BiLSTM, CNN, KNN, LR, RF, SVM",FALSE,TRUE
2 (0.84),3 (0.76),1 (0.8),1 (0.92),1 (0.96),1 (0.88),3 (0.8),1 (0.88),1 (0.92),1 (0.72),3 (0.6),1 (0.72),1 (0.72),1 (0.72),3 (0.88),4,RoBERTa,"(3,)",RoBERTa,"AdaBoost, BiLSTM, CNN, RF, SVM, XGBoost",FALSE,FALSE
1 (0.72),1 (0.84),5 (0.8),3 (0.76),1 (0.88),3 (0.72),3 (0.88),3 (0.72),4 (0.84),2 (0.76),4 (0.88),3 (0.76),4 (0.84),1 (0.8),4 (0.76),5,"ALBERT,ELMO,Fasttext","(1, 3, 3)",ELMO,"AdaBoost, BiLSTM, CNN, LR, NB, SVM, XGBoost",FALSE,TRUE
4 (0.96),3 (0.92),0 (0.8),2 (0.8),3 (0.8),4 (0.72),4 (0.96),1 (0.76),4 (0.76),1 (0.72),2 (0.92),2 (0.88),4 (0.76),2 (0.88),1 (0.68),1,MISTRAL,"(1,)",MISTRAL,"KNN, XGBoost",TRUE,TRUE
3 (0.84),1 (0.72),1 (0.76),3 (0.8),2 (0.72),1 (0.88),4 (0.88),3 (0.8),3 (0.88),3 (0.88),3 (0.92),1 (0.76),4 (0.76),2 (0.92),2 (0.76),1,"BART,ELECTRA","(1, 2)",BART,"AdaBoost, BiLSTM, CNN, LR, NB, SVM, XGBoost",TRUE,TRUE
1 (0.84),1 (0.92),1 (0.72),1 (0.84),0 (0.88),1 (0.72),2 (0.88),1 (0.72),1 (0.84),2 (0.92),3 (0.72),2 (0.84),1 (0.76),1 (0.76),2 (0.8),2,"BERT,ELMO,Fasttext,RoBERTa","(1, 1, 1, 3)",BERT,"MLP, RF, XGBoost",FALSE,TRUE
3 (0.88),1 (0.8),3 (0.92),3 (0.72),3 (0.76),2 (0.84),1 (0.68),1 (0.8),1 (0.96),1 (0.8),1 (0.84),1 (0.84),3 (0.72),1 (0.8),1 (0.84),5,Falcon,"(1,)",Falcon,"AdaBoost, BiLSTM, CNN, KNN, NB, SVM",FALSE,FALSE
1 (0.92),4 (0.88),1 (0.8),1 (0.88),3 (0.92),1 (0.88),1 (0.72),3 (0.92),1 (0.8),1 (0.8),1 (0.92),0 (0.8),2 (0.8),1 (0.84),1 (0.92),1,Falcon,"(1,)",Falcon,"BiLSTM, CNN, KNN, MLP, SVM, XGBoost",TRUE,TRUE
4 (0.8),3 (0.88),1 (0.8),1 (0.96),3 (0.84),3 (0.8),4 (0.68),4 (0.72),4 (0.8),4 (0.76),4 (0.8),4 (0.84),3 (0.68),4 (0.76),4 (0.88),4,"Falcon,XLNET","(4, 3)",Falcon,"BiLSTM, CNN, MLP",TRUE,TRUE
5 (0.76),4 (0.76),4 (0.88),4 (0.8),3 (0.8),4 (0.64),4 (0.8),4 (0.68),4 (0.6),4 (0.84),4 (0.8),4 (0.72),4 (0.56),4 (0.84),4 (0.76),4,XLNET,"(4,)",XLNET,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
1 (0.72),4 (0.76),3 (0.68),2 (0.76),1 (0.88),2 (0.84),3 (0.76),1 (0.8),0 (0.72),1 (0.68),3 (0.92),1 (0.96),3 (0.72),3 (0.76),1 (0.84),2,"BERT,LLAMA","(3, 1)",LLAMA,"AdaBoost, BiLSTM, CNN, LR, RF",FALSE,TRUE
1 (0.88),3 (0.88),4 (0.84),3 (0.92),4 (0.8),3 (0.8),2 (0.84),4 (0.72),2 (0.88),4 (0.76),4 (0.8),2 (0.8),5 (0.8),4 (0.8),4 (0.64),2,MISTRAL,"(4,)",MISTRAL,"BiLSTM, CNN, KNN, NB, RF, XGBoost",FALSE,TRUE
3 (0.8),5 (1.0),5 (0.68),3 (0.76),4 (0.68),3 (0.64),3 (0.64),4 (0.8),4 (0.92),4 (0.76),3 (0.8),4 (0.8),3 (0.88),4 (0.64),3 (0.84),5,"ELMO,Falcon,LLAMA3","(3, 3, 4)",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
4 (0.6),1 (0.84),1 (0.8),1 (0.68),4 (0.84),1 (0.96),1 (0.72),1 (0.68),1 (0.76),4 (0.84),4 (0.72),1 (0.88),1 (0.8),0 (0.88),4 (0.84),0,ALBERT,"(4,)",ALBERT,"KNN, MLP, NB, XGBoost",FALSE,TRUE
0 (0.8),0 (0.84),1 (0.88),3 (0.8),1 (0.84),1 (0.88),1 (0.68),5 (0.8),1 (0.76),1 (0.76),1 (0.84),1 (0.76),1 (0.84),1 (0.72),1 (0.84),1,Falcon,"(1,)",Falcon,"BiLSTM, CNN, KNN, LR, NB, XGBoost",TRUE,TRUE
1 (0.76),1 (0.8),1 (0.6),1 (0.8),1 (0.72),1 (0.64),1 (0.84),1 (0.64),1 (0.72),1 (0.64),1 (0.6),1 (0.84),1 (0.72),1 (0.68),1 (0.76),1,"BERT,RoBERTa","(1, 1)",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
3 (0.56),1 (0.68),1 (0.84),1 (0.68),3 (0.72),1 (0.72),5 (0.56),1 (0.72),1 (0.88),4 (0.72),3 (0.88),4 (0.8),4 (0.8),4 (0.8),4 (0.8),5,"ALBERT,Falcon","(3, 5)",Falcon,"KNN, RF, XGBoost",TRUE,TRUE
1 (0.68),4 (0.76),1 (0.88),4 (0.92),4 (0.6),5 (0.84),1 (0.76),4 (0.64),1 (0.84),1 (0.84),4 (0.88),4 (0.88),5 (0.84),1 (0.72),1 (0.8),1,ELECTRA,"(4,)",ELECTRA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
1 (0.72),1 (0.92),1 (0.76),3 (0.76),2 (1.0),3 (0.68),1 (0.92),2 (0.68),1 (0.68),3 (0.88),3 (0.92),1 (0.88),3 (0.84),2 (0.92),1 (0.84),0,"ELMO,Fasttext,Glove","(3, 2, 1)",Fasttext,"KNN, NB",FALSE,FALSE
1 (0.84),4 (0.64),1 (0.92),1 (0.84),1 (0.8),0 (0.92),2 (0.84),3 (0.56),1 (0.76),2 (0.84),2 (0.96),3 (0.84),1 (0.76),2 (0.84),2 (0.72),3,Fasttext,"(3,)",Fasttext,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM",TRUE,TRUE
2 (0.8),4 (0.8),1 (0.64),2 (0.64),3 (0.8),2 (1.0),1 (0.92),0 (0.76),2 (0.8),0 (0.88),1 (0.84),3 (0.84),1 (0.8),1 (0.88),4 (0.76),1,"BERT,DistilBERT","(1, 2)",BERT,"AdaBoost, BiLSTM, CNN, KNN, RF, XGBoost",TRUE,TRUE
3 (0.8),3 (0.96),3 (0.68),2 (0.76),3 (0.8),3 (0.76),3 (0.84),1 (0.92),3 (0.6),3 (0.72),3 (0.92),1 (0.84),3 (0.64),3 (0.84),3 (0.84),4,Glove,"(3,)",Glove,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM",FALSE,FALSE
1 (0.64),3 (0.72),2 (0.8),2 (0.76),4 (0.96),2 (0.76),1 (0.76),4 (0.8),1 (0.84),2 (0.84),3 (0.72),1 (0.8),3 (0.88),2 (0.6),2 (0.72),1,LLAMA3,"(2,)",LLAMA3,"AdaBoost, KNN, NB, RF, SVM, XGBoost",FALSE,TRUE
4 (0.72),4 (0.8),1 (0.8),1 (0.88),4 (0.84),1 (0.92),3 (0.92),3 (0.8),2 (0.72),2 (0.68),1 (0.76),3 (0.64),3 (0.76),3 (0.8),3 (0.68),3,W2V,"(3,)",W2V,"AdaBoost, BiLSTM, CNN, KNN, NB, RF, XGBoost",TRUE,TRUE
1 (0.92),3 (0.96),3 (0.92),4 (0.72),1 (0.96),2 (0.88),4 (0.68),1 (0.84),2 (0.88),4 (0.84),3 (0.84),3 (0.8),1 (0.84),1 (0.76),4 (0.8),2,Falcon,"(4,)",Falcon,"KNN, MLP",FALSE,TRUE
1 (0.72),4 (0.88),4 (0.68),4 (0.68),4 (0.8),4 (0.72),4 (0.8),1 (0.8),4 (0.76),4 (0.8),4 (0.92),4 (0.68),1 (0.72),4 (0.68),4 (0.76),4,"BERT,DistilBERT,W2V,LLAMA3","(4, 4, 4, 4)",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
5 (0.72),4 (0.92),2 (0.92),1 (0.8),2 (0.88),4 (0.84),1 (0.84),1 (0.8),3 (0.8),1 (0.72),1 (0.8),1 (0.72),2 (0.88),1 (0.76),1 (0.76),3,"ALBERT,LLAMA,W2V","(5, 1, 1)",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, NB, RF, SVM, XGBoost",FALSE,TRUE
2 (0.8),5 (0.88),1 (0.68),3 (0.92),3 (0.8),3 (0.72),1 (0.8),3 (0.8),3 (0.56),3 (0.8),1 (0.76),4 (0.76),3 (0.84),1 (0.8),3 (0.56),3,"MISTRAL, Glove","(3, 3)",MISTRAL,"BiLSTM, CNN, LR, NB, RF, SVM",TRUE,TRUE
3 (0.76),1 (0.68),1 (0.88),1 (0.72),1 (0.8),1 (0.8),3 (0.8),2 (0.8),3 (0.8),3 (0.72),1 (0.76),1 (0.8),0 (0.76),0 (0.68),2 (0.84),1,"BART,LLAMA3","(1, 0)",BART,"AdaBoost, KNN, LR, MLP, NB, SVM, XGBoost",TRUE,TRUE
4 (0.72),1 (0.88),1 (0.8),1 (0.76),4 (0.8),0 (0.72),0 (0.84),5 (0.64),4 (0.64),1 (0.92),1 (0.92),3 (0.64),1 (0.84),1 (0.88),1 (0.92),4,"Fasttext,Glove,W2V","(5, 4, 3)",Glove,"BiLSTM, CNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
3 (0.92),3 (0.88),2 (0.8),2 (0.88),3 (0.8),2 (0.56),2 (0.8),1 (0.64),3 (0.76),2 (0.88),2 (0.96),1 (0.76),5 (0.92),2 (0.92),2 (0.8),2,ELMO,"(2,)",ELMO,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
0 (0.8),1 (0.76),2 (0.8),2 (0.8),5 (0.88),1 (0.8),1 (0.84),2 (0.8),1 (0.92),1 (0.8),4 (0.76),2 (0.8),2 (0.88),1 (0.88),1 (0.76),5,"BART,RoBERTa,MISTRAL","(1, 4, 1)",MISTRAL,"AdaBoost, KNN, MLP, NB",FALSE,TRUE
3 (0.76),3 (0.96),3 (0.64),1 (0.8),1 (0.76),2 (0.68),2 (0.64),3 (0.76),3 (0.72),3 (0.68),3 (0.88),0 (0.88),1 (0.88),1 (0.64),3 (0.76),1,"BERT,Falcon,LLAMA3","(3, 2, 1)",LLAMA3,"KNN, LR, MLP",TRUE,TRUE
2 (0.84),1 (0.88),3 (0.84),3 (0.64),4 (0.64),1 (0.88),1 (0.8),1 (0.84),4 (0.8),1 (0.88),3 (0.68),1 (0.76),1 (0.88),3 (0.6),3 (0.64),3,LLAMA3,"(3,)",LLAMA3,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM",TRUE,TRUE
4 (0.8),3 (0.8),3 (0.8),4 (0.6),4 (0.84),4 (0.76),4 (0.76),4 (0.84),4 (0.64),4 (0.88),4 (0.72),4 (0.8),3 (0.88),4 (0.84),4 (0.76),2,DistilBERT,"(4,)",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,FALSE
3 (0.84),0 (0.76),1 (0.96),1 (0.84),1 (0.72),1 (0.84),2 (0.76),1 (0.8),1 (0.76),1 (0.8),2 (0.96),0 (0.68),1 (0.76),2 (0.76),1 (0.92),0,W2V,"(0,)",W2V,"AdaBoost, BiLSTM, CNN, LR, NB, RF, SVM",TRUE,TRUE
3 (0.76),1 (0.76),3 (0.8),3 (0.68),1 (0.88),1 (0.76),5 (0.8),4 (0.92),3 (0.76),1 (0.8),1 (0.76),1 (0.72),1 (0.92),2 (0.76),1 (0.96),2,DistilBERT,"(3,)",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
3 (0.8),4 (0.84),3 (0.8),2 (0.92),2 (0.56),4 (0.88),0 (0.92),3 (0.68),4 (0.8),4 (0.56),4 (0.8),4 (0.8),1 (0.8),4 (0.84),1 (0.88),4,"ELECTRA,LLAMA","(2, 4)",LLAMA,"BiLSTM, CNN, SVM, XGBoost",TRUE,TRUE
3 (0.8),1 (0.88),3 (0.68),2 (0.68),3 (0.8),1 (0.96),3 (0.88),3 (0.88),3 (0.84),3 (0.76),4 (0.8),3 (0.76),1 (0.84),1 (0.8),1 (0.92),2,"BERT,DistilBERT","(3, 2)",DistilBERT,"BiLSTM, CNN, MLP, NB",TRUE,TRUE
2 (0.92),1 (0.8),3 (0.88),2 (0.76),3 (0.64),3 (0.84),2 (0.8),3 (0.76),3 (0.8),2 (0.68),2 (0.84),2 (0.84),2 (0.84),2 (0.72),2 (0.8),3,ELECTRA,"(3,)",ELECTRA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF",TRUE,TRUE
1 (0.92),1 (0.84),3 (0.8),1 (0.76),3 (0.8),5 (0.88),3 (0.92),5 (0.88),1 (0.88),0 (0.84),2 (0.88),1 (0.92),3 (0.76),2 (0.84),2 (0.92),3,"DistilBERT,XLNET","(1, 3)",XLNET,"AdaBoost, BiLSTM, CNN, LR, NB, SVM",TRUE,TRUE
3 (0.84),3 (0.8),3 (0.88),2 (0.76),3 (0.96),3 (0.8),3 (0.84),3 (0.64),4 (0.92),3 (0.84),4 (0.84),3 (0.92),3 (0.8),3 (0.8),3 (0.76),3,Fasttext,"(3,)",Fasttext,"AdaBoost, BiLSTM, CNN, KNN, LR, RF, SVM, XGBoost",TRUE,TRUE
3 (0.8),3 (0.76),3 (0.92),3 (0.76),4 (0.8),3 (0.76),3 (0.84),4 (0.76),3 (0.88),3 (0.64),3 (0.8),4 (0.84),4 (0.64),3 (0.84),3 (0.68),4,"LLAMA,XLNET","(3, 4)",XLNET,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, SVM",TRUE,TRUE
3 (0.6),1 (1.0),3 (0.72),1 (0.72),3 (0.76),2 (0.92),4 (0.88),3 (0.72),3 (0.84),4 (0.72),2 (0.88),1 (0.88),4 (0.8),4 (0.64),4 (0.8),3,ALBERT,"(3,)",ALBERT,"BiLSTM, CNN, KNN, LR, MLP, XGBoost",TRUE,TRUE
3 (0.92),4 (0.8),3 (0.64),3 (0.68),3 (0.96),1 (0.76),3 (0.84),3 (0.92),3 (0.96),3 (0.76),1 (0.72),1 (0.76),3 (0.76),3 (0.88),3 (0.88),3,BERT,"(3,)",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, NB, RF, SVM, XGBoost",TRUE,TRUE
2 (0.76),1 (0.88),1 (0.8),1 (0.64),1 (0.76),1 (0.84),1 (0.72),1 (0.68),1 (0.76),1 (0.68),1 (0.96),1 (0.68),1 (0.8),2 (0.92),2 (0.68),1,DistilBERT,"(1,)",DistilBERT,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
4 (0.8),3 (0.76),0 (0.76),0 (0.84),1 (0.8),2 (0.84),0 (0.76),1 (0.68),4 (0.88),3 (0.8),0 (0.84),0 (0.84),2 (0.68),0 (0.8),0 (0.76),2,"Fasttext,XLNET","(1, 2)",XLNET,"BiLSTM, CNN, KNN, MLP",TRUE,TRUE
1 (0.76),1 (0.92),3 (0.84),2 (0.76),3 (1.0),1 (0.84),1 (0.72),1 (0.84),4 (0.96),1 (0.72),4 (0.92),4 (0.76),1 (0.84),0 (0.8),2 (0.92),3,"Falcon,LLAMA","(1, 1)",LLAMA,"AdaBoost, BiLSTM, CNN, LR, MLP, SVM, XGBoost",FALSE,TRUE
3 (0.88),3 (0.84),2 (0.84),1 (0.88),2 (0.96),1 (0.8),0 (0.84),3 (0.76),1 (0.76),0 (0.88),0 (0.76),2 (0.96),1 (0.8),0 (0.8),0 (0.8),5,"Fasttext,Glove,RoBERTa","(3, 1, 0)",Glove,KNN,FALSE,FALSE
1 (0.8),3 (0.84),3 (0.8),1 (0.72),2 (0.8),1 (0.72),1 (0.8),1 (0.72),2 (0.76),4 (0.72),4 (0.8),1 (0.84),1 (0.88),1 (0.68),1 (0.88),0,LLAMA3,"(1,)",LLAMA3,"AdaBoost, BiLSTM, CNN, KNN, MLP, RF, SVM",FALSE,FALSE
4 (0.88),4 (0.8),3 (0.8),4 (0.64),1 (0.84),4 (0.72),4 (0.92),4 (0.76),4 (0.76),4 (0.68),4 (0.76),4 (0.72),4 (0.88),4 (0.76),4 (0.68),4,DistilBERT,"(4,)",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
3 (0.68),3 (0.88),4 (0.64),3 (0.84),2 (0.8),5 (0.72),4 (0.84),4 (0.76),3 (0.92),4 (0.72),4 (0.76),3 (0.84),3 (0.88),4 (0.76),4 (0.64),1,"BERT,MISTRAL","(4, 4)",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,FALSE
4 (0.76),3 (0.8),4 (0.72),5 (0.84),3 (0.64),5 (0.8),5 (0.96),5 (0.88),4 (0.64),5 (0.84),5 (0.76),1 (0.84),4 (0.8),5 (0.76),5 (0.8),3,"ELECTRA,Glove","(3, 4)",ELECTRA,AdaBoost,TRUE,TRUE
2 (0.72),5 (0.88),4 (0.8),5 (0.72),2 (0.92),1 (0.84),1 (0.8),1 (0.76),4 (0.96),1 (0.76),1 (0.8),1 (0.92),1 (0.84),1 (0.8),5 (0.84),5,"ALBERT,DistilBERT","(2, 5)",DistilBERT,"BiLSTM, CNN, KNN, LR, RF, SVM, XGBoost",TRUE,TRUE
4 (0.8),1 (0.76),3 (0.72),4 (0.96),3 (0.84),4 (0.84),3 (0.84),4 (0.68),4 (0.8),4 (0.8),3 (0.68),3 (0.76),4 (0.8),4 (0.72),3 (0.72),4,"Fasttext,RoBERTa","(4, 3)",Fasttext,"AdaBoost, BiLSTM, CNN, LR, NB, RF, SVM, XGBoost",TRUE,TRUE
4 (0.88),4 (0.88),2 (0.88),1 (0.76),4 (0.68),3 (0.92),3 (0.92),1 (0.84),2 (0.68),3 (0.64),4 (0.84),4 (0.76),4 (0.76),3 (0.68),3 (0.56),4,MISTRAL,"(3,)",MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM",FALSE,TRUE
4 (0.64),4 (0.92),4 (0.84),5 (0.76),5 (0.88),3 (0.8),4 (0.84),1 (0.84),1 (0.72),4 (0.8),4 (0.8),1 (0.76),3 (0.76),4 (0.8),4 (0.64),3,"ALBERT,MISTRAL","(4, 4)",MISTRAL,"AdaBoost, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
4 (0.92),1 (0.76),4 (0.76),1 (0.84),1 (0.84),1 (0.88),3 (0.84),1 (0.84),1 (0.88),4 (0.84),4 (0.76),1 (0.8),5 (0.84),1 (0.84),4 (0.96),5,"BART,BERT,RoBERTa","(1, 4, 4)",BART,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
3 (0.84),5 (0.56),3 (0.8),3 (0.72),3 (0.88),4 (0.88),3 (0.76),4 (0.56),4 (0.76),4 (0.76),4 (0.84),4 (0.72),3 (0.68),4 (0.84),3 (0.88),4,"BART,Fasttext","(5, 4)",Fasttext,"AdaBoost, BiLSTM, CNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
4 (0.84),3 (0.92),3 (0.84),1 (0.76),3 (0.88),3 (0.84),3 (0.76),3 (0.88),3 (0.76),3 (0.68),3 (0.96),5 (0.72),3 (0.56),3 (0.84),3 (0.8),4,XLNET,"(3,)",XLNET,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
1 (0.88),1 (0.76),2 (0.72),3 (0.8),3 (0.8),1 (0.92),3 (0.8),2 (0.88),3 (0.84),3 (0.84),0 (0.88),1 (0.76),3 (0.72),2 (0.96),1 (0.88),3,"BERT,XLNET","(2, 3)",XLNET,"BiLSTM, CNN, KNN, RF, SVM",TRUE,TRUE
4 (0.84),4 (0.8),4 (0.8),4 (0.8),4 (0.64),1 (0.84),5 (0.6),3 (0.72),3 (0.6),5 (0.8),5 (0.76),4 (0.76),4 (0.88),5 (0.92),3 (0.64),3,"Falcon,Glove","(5, 3)",Glove,"BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",TRUE,TRUE
1 (0.76),1 (0.72),2 (0.72),2 (0.92),3 (0.88),0 (0.8),1 (0.68),0 (0.88),1 (0.8),3 (0.88),1 (0.8),0 (0.92),1 (0.76),1 (0.84),1 (0.8),0,Falcon,"(1,)",Falcon,"BiLSTM, CNN, MLP, RF, SVM",FALSE,TRUE
3 (0.96),3 (0.8),2 (0.72),2 (0.8),3 (0.76),3 (0.76),3 (0.6),3 (0.72),1 (0.84),3 (0.68),1 (0.96),3 (0.64),3 (0.92),3 (0.64),3 (0.84),4,Falcon,"(3,)",Falcon,"BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",FALSE,FALSE
2 (0.8),1 (0.84),1 (0.84),1 (0.88),4 (0.68),1 (0.76),3 (0.92),1 (0.84),1 (0.76),3 (0.88),3 (0.84),1 (0.64),1 (0.8),3 (0.88),3 (0.72),0,W2V,"(1,)",W2V,"AdaBoost, KNN, MLP, RF, SVM, XGBoost",FALSE,FALSE
2 (0.88),3 (0.92),4 (0.68),0 (0.88),2 (0.84),3 (0.72),2 (0.76),0 (0.8),1 (0.88),2 (0.68),1 (0.76),2 (0.88),1 (0.88),1 (0.84),2 (0.72),2,"BERT,LLAMA","(4, 2)",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, RF, SVM, XGBoost",TRUE,TRUE
